gvkey,datadate,fyear,indfmt,consol,popsrc,datafmt,tic,curcd,ceq,csho,ebit,ni,sale,costat,prcc_c,act,at,ch,dltt,ebit,lct,tie,city,invt,emp,cogs
3734,20191231,2019,INDL,C,D,STD,DAN,USD,1873,143.943,624,226,8620,A,18.2,3162,7220,508,2476,624,1845,,Maumee,1193,36.3,7149
3735,20191231,2019,INDL,C,D,STD,DHR,USD,28671,695.5,3362.4,3008.2,17911.1,A,153.48,25596.6,62081.6,19912.3,22155.8,3362.4,4932.1,,Washington,1628.3,60,6737.9
3813,20200131,2019,INDL,C,D,STD,TGT,USD,11833,504.199,4641,3281,78112,A,128.21,12902,42779,2577,13613,4641,14487,,Minneapolis,8992,368,54617
3835,20191031,2019,INDL,C,D,STD,DE,USD,11413,313.14,5492,3253,39258,A,173.26,,73011,3857,30229,5492,,,Moline,5975,73.489,26413
3851,20191231,2019,INDL,C,D,STD,DAL,USD,15358,642.771,6618,4767,47007,A,58.48,8249,64532,2882,14167,6618,20204,,Atlanta,1251,91.224,34044
3863,20191231,2019,INDL,C,D,STD,DLX,USD,570.861,42.126,317.467,-199.897,2008.715,A,49.92,472.211,1943.311,73.62,917.085,317.467,407.947,,Shoreview,39.921,6.352,683.337
3897,20191231,2019,INDL,C,D,STD,DTE,USD,11672,192.209,1725,1169,12669,A,129.87,3086,41882,93,16062,1725,3997,,Detroit,759,10.7,9681
3905,20190630,2019,INDL,C,D,STD,ATGE,USD,1391.53,55.303,215.736,95.168,1239.687,A,34.97,504.7,2242.696,299.445,398.094,215.736,311.631,,Chicago,0,9.056,580.511
3946,20191231,2019,INDL,C,D,STD,DBD,USD,-530.3,76.813,140.2,-341.3,4408.7,A,10.56,1892,3790.6,280.9,2216.5,140.2,1599.6,,North Canton,466.5,22,3114.9
3964,20200131,2019,INDL,C,D,STD,DDS,USD,1623.259,24.197,167.492,111.081,6343.211,A,73.48,1848.082,3430.257,277.077,599.087,167.492,930.82,,Little Rock,1465.007,38,4235.978
3969,20191231,2019,INDL,C,D,STD,DIOD,USD,1106.424,51.207,180.169,153.25,1249.13,A,56.37,809.959,1639.384,258.39,92.084,180.169,285.322,,Plano,236.472,7.271,690.802
3980,20190930,2019,INDL,C,D,STD,DIS,USD,88877,1802,12009,11054,69570,A,144.63,28124,193984,5418,38275,12009,31341,,Burbank,6246,223,42018
4016,20200131,2019,INDL,C,D,STD,DG,USD,6702.5,251.936,2333.304,1712.555,27753.973,A,155.98,5177.868,22825.084,240.32,10731.121,2333.304,4543.56,,Goodlettsville,4676.848,143,18760.108
4029,20191231,2019,INDL,C,D,STD,D,USD,29607,838,5593,1358,16572,A,82.82,6088,103823,166,34266,5593,9939,,Richmond,1742,19.1,8324
4036,20190731,2019,INDL,C,D,STD,DCI,USD,887.3,127.318,394.7,267.2,2851.4,A,57.62,1122.6,2142.6,177.8,584.4,394.7,482.9,,Bloomington,332.8,14.1,1823.1
4058,20191231,2019,INDL,C,D,STD,DOV,USD,3032.66,144.302,1048.662,677.918,7136.397,A,115.26,2548.43,8669.477,397.253,3115.092,1048.662,1749.891,,Downers Grove,806.141,24,4234.262
4060,20191231,2019,INDL,C,D,STD,DD,USD,40987,738.565,2788,498,21512,A,64.2,9999,69396,1540,14033,2788,8346,,Wilmington,4319,35,13040
4066,20191231,2019,INDL,C,D,STD,OMC,USD,2853.9,217.1,2122.3,1339.1,14953.7,A,81.02,14584.7,26783.4,4305.7,5898.7,2122.3,15980.9,,New York,1257.6,70,12194
4091,20191231,2019,INDL,C,D,STD,DCO,USD,292.8,11.573,59.244,32.461,721.088,A,50.53,340.768,790.429,39.584,318.452,59.244,144.69,,Santa Ana,121.884,2.8,543.48
4093,20191231,2019,INDL,C,D,STD,DUK,USD,44860,733,5745,3748,25079,A,91.21,9163,158838,311,56417,5745,14752,,Charlotte,3232,28.793,14786
4094,20191231,2019,INDL,C,D,STD,DNB,USD,1519.9,314.495,-9,-560,1413.9,A,144.95,417.9,9112.8,98.6,3890.1,-9,1089.8,,Short Hills,0,4.037,448.5
4108,20191231,2019,INDL,C,D,STD,FLS,USD,1790.357,130.531,431.529,253.668,3944.85,A,49.77,2505.37,4919.642,670.98,1517.5,431.529,1112.888,,Irving,660.837,17,2527.855
4115,20200131,2019,INDL,C,D,STD,DY,USD,868.604,31.584,115.661,57.215,3339.682,A,47.15,1258.293,2217.631,54.56,888.007,115.661,323.025,,Palm Beach Gardens,98.324,15.23,2771.53
4145,20191231,2019,INDL,C,D,STD,PKI,USD,2813.824,111.14,428.609,227.558,2883.673,A,97.1,1374.379,6538.564,191.877,2210.44,428.609,762.832,,Waltham,356.937,13,1354.994
4186,20191231,2019,INDL,C,D,STD,EML,USD,105.437,6.241,21.293,13.266,251.743,A,30.53,114.915,280.663,17.997,105.92,21.293,31.931,,Naugatuck,54.599,1.399,183.441
4193,20191231,2019,INDL,C,D,STD,EGP,USD,1200.564,38.926,116.701,121.662,331.516,A,132.67,,2546.078,0.224,1091.791,116.701,,,Ridgeland,0,0.077,198.409
4199,20191231,2019,INDL,C,D,STD,ETN,USD,16082,413.3,2889,2211,21390,A,94.72,8728,32805,370,8150,2889,5132,,Dublin,2805,101,13519
4213,20191231,2019,INDL,C,D,STD,ECL,USD,8685.3,288.41,2263.9,1558.9,14906.3,A,192.99,4828.4,20869.1,186.4,6398.7,2263.9,3630.6,,Saint Paul,1505.6,50.2,7711.6
4321,20190930,2019,INDL,C,D,STD,EMR,USD,8233,611,3120,2306,18372,A,76.26,7139,20497,1494,4277,3120,5976,,Saint Louis,1880,88,9973
4383,20190930,2019,INDL,C,D,STD,ATO,USD,5750.223,119.339,746.058,511.406,2901.848,A,111.86,458.031,13367.619,24.55,3529.452,746.058,1209.44,,Dallas,136.054,4.776,1764.334
4390,20200229,2019,INDL,C,D,STD,EBF,USD,294.329,25.917,50.78,38.292,438.412,A,21.65,149.884,365.699,68.258,14.2,50.78,37.969,,Midlothian,34.835,2.505,291.294
4418,20190731,2019,INDL,C,D,STD,ENZ,USD,86.028,47.557,-27.192,2.489,81.17,A,2.63,81.453,106.64,60.146,4.603,-27.192,16.009,,New York,7.842,0.5,54.886
4423,20191231,2019,INDL,C,D,STD,EFX,USD,2578.6,121.2,503.3,-398.8,3527.6,A,140.12,1209.4,7909,401.3,3379.5,503.3,1359.1,,Atlanta,0,11.2,1521.7
4430,20191231,2019,INDL,C,D,STD,EQT,USD,9803.588,255.171,201.028,-1221.695,4416.484,A,10.9,1754.855,18809.227,4.596,5306.724,201.028,1345.902,,Pittsburgh,,0.647,2640.795
4448,20191231,2019,INDL,C,D,STD,ESCA,USD,126.17,14.215,9.275,7.258,180.541,A,9.83,86.915,148.779,5.882,0.475,9.275,18.21,,Evansville,42.269,0.468,135.619
4462,20191231,2019,INDL,C,D,STD,NEU,USD,683.098,11.189,337.321,254.286,2190.295,A,486.52,879.398,1885.132,144.397,700.852,337.321,308.895,,Richmond,365.938,2.118,1492.22
4494,20191231,2019,INDL,C,D,STD,EXPD,USD,2195.028,169.622,766.692,590.395,8175.426,A,78.02,2769.923,3691.884,1230.491,326.347,766.692,1168.318,,Seattle,0,18.297,7127.455
4497,20191231,2019,INDL,C,D,STD,BOOM,USD,172.141,14.653,78.558,34.041,397.55,A,44.94,144.353,277.421,20.353,20.924,78.558,71.423,,Broomfield,53.728,0.741,243.681
4498,20190930,2019,INDL,C,D,STD,IIIN,USD,246.017,19.261,4.864,5.598,455.713,A,21.49,160.584,293.009,38.181,0,4.864,28.413,,Mount Airy,70.851,0.834,412.744
4503,20191231,2019,INDL,C,D,STD,XOM,USD,191650,4234,12766,14340,255583,A,69.78,50052,362597,3089,30963,12766,63989,,Irving,18528,74.9,211152
4510,20191231,2019,INDL,C,D,STD,FMC,USD,2532.3,129.124,1070.4,477.4,4609.8,A,99.82,4074.8,9872.7,339.1,3194.3,1070.4,2723.9,,Philadelphia,1017,6.4,2393.9
4517,20191231,2019,INDL,C,D,STD,NEE,USD,37005,489,5622,3769,19204,A,242.16,7408,117691,600,37543,5622,13853,,Juno Beach,1328,14.8,9366
4579,20190630,2019,INDL,C,D,STD,FARM,USD,157.479,17.042,-3.381,-73.595,595.942,A,15.06,159.908,424.61,6.983,91.998,-3.381,96.106,,Northlake,87.91,1.521,383.14
4598,20200531,2019,INDL,C,D,STD,FDX,USD,18295,261.572,3122,1286,69217,A,151.21,16383,73537,4881,34147,3122,10344,,Memphis,572,506,52258
4605,20191231,2019,INDL,C,D,STD,FRT,USD,2375.344,75.541,353.772,353.866,935.042,A,128.73,,6794.992,127.432,3435.419,353.772,,,North Bethesda,0,0.313,538.516
4608,20191231,2019,INDL,C,D,STD,FSS,USD,641.6,60.5,150.4,108.5,1221.3,A,32.25,360.7,1165.5,31.6,241.9,150.4,160.2,,Oak Brook,182.9,3.6,857
4611,20200131,2019,INDL,C,D,STD,M,USD,6377,309.031,931,564,25331,A,17,6810,21172,685,6539,931,5750,,New York,5188,123,14190
4622,20191231,2019,INDL,C,D,STD,FOE,USD,360.376,82.005,114.244,6.038,1018.366,A,14.83,883.169,1834.621,96.202,814.188,114.244,381.745,,Mayfield Heights,264.622,5.922,667.483
4640,20191231,2019,INDL,C,D,STD,FITB,USD,19433,708.916,3888,2512,8900,A,30.74,,169369,3278,13353,3888,,1457,Cincinnati,1462,19.869,1928
4674,20191231,2019,INDL,C,D,STD,RF,USD,14985,957.246,2912,1582,6755,A,17.16,,126240,1598,6615,2912,,894,Birmingham,690,19.564,1281
4685,20191231,2019,INDL,C,D,STD,TRMK,USD,1660.702,64.2,265.776,150.46,697.537,A,34.51,,13497.877,358.916,98.151,265.776,,83.903,Jackson,255.595,2.844,94.742
4690,20191231,2019,INDL,C,D,STD,FCNCA,USD,3586.184,10.629,673.018,457.371,1819.872,A,532.21,,39824.496,376.719,603.389,673.018,,92.642,Raleigh,114.46,7.176,124.083
4699,20191231,2019,INDL,C,D,STD,MTB,USD,14466.649,130.568,3489.752,1929.149,6941.272,A,169.75,,119872.757,1432.805,5363.104,3489.752,,749.329,Buffalo,85.646,17.773,925.329
4723,20191231,2019,INDL,C,D,STD,USB,USD,45869,1534.155,12143,6914,27325,A,59.29,,495426,22405,37811,12143,,4442,Minneapolis,5656,69.651,5946
4737,20191231,2019,INDL,C,D,STD,FHN,USD,4684.953,311.469,972.968,440.908,2278.362,A,16.56,,43310.9,633.728,517.204,972.968,,414.153,Memphis,611.628,5.017,461.153
4809,20191231,2019,INDL,C,D,STD,FLO,USD,1263.43,211.514,277.714,164.538,4123.974,A,21.74,553.918,3177.776,11.044,1206.299,277.714,528.143,,Thomasville,194.515,9.7,2155.709
4818,20191231,2019,INDL,C,D,STD,FLR,USD,1487.752,140.174,-586.47,-1522.164,14348.018,A,18.88,5516.272,7966.658,1997.199,1861.694,-586.47,3932.061,,Irving,377,50.182,14653.217
4839,20191231,2019,INDL,C,D,STD,F,USD,33185,3964.93,5767,47,155900,A,9.3,114047,258537,17504,102408,5767,98132,,Dearborn,10786,190,127835
4860,20191231,2019,INDL,C,D,STD,FSTR,USD,169.862,10.422,26.809,42.568,655.057,A,19.38,216.664,405.171,14.178,65.556,26.809,116.744,,Pittsburgh,119.301,1.33,522.631
4881,20191231,2019,INDL,C,D,STD,FELE,USD,796.545,46.391,129.852,95.483,1314.578,A,57.32,567.444,1194.743,64.405,110.926,129.852,185.764,,Fort Wayne,300.246,5.4,849.498
4885,20190930,2019,INDL,C,D,STD,BEN,USD,9906.5,499.303,1589.4,1195.7,5774.5,A,25.98,,14532.2,,724.2,1589.4,,,San Mateo,44.2,9.597,4087.2
4926,20191130,2019,INDL,C,D,STD,FUL,USD,1222.347,51.241,269.445,130.817,2897,A,51.57,1033.362,3985.734,112.191,1898.384,269.445,542.157,,Saint Paul,337.267,6.369,1942.175
4941,20191231,2019,INDL,C,D,STD,GATX,USD,1835.1,34.833,315.5,211.2,1393.8,A,82.85,,8285.1,151,4862.7,315.5,,,Chicago,68.4,2.165,557.8
4973,20191231,2019,INDL,C,D,STD,AJG,USD,5155.5,188.122,901.8,668.8,7195,A,95.23,9117.5,19634.8,604.8,4157,901.8,8921,,Rolling Meadows,0,33.247,5818.8
4988,20191231,2019,INDL,C,D,STD,TGNA,USD,1590.377,217.464,596.883,286.235,2299.497,A,16.69,707.324,6953.976,29.404,4285.147,596.883,361.158,,Tysons,0,6.883,1223.586
4990,20200131,2019,INDL,C,D,STD,GPS,USD,3316,371,1041,351,16383,A,17.68,4516,13679,1364,6757,1041,3209,,San Francisco,2156,129,9673
5018,20191231,2019,INDL,C,D,STD,AJRD,USD,576.7,77.3,240.7,141,1981.5,A,45.66,1418,2707.8,932.6,391.4,240.7,869.9,,El Segundo,248.1,4.814,1613.6
5046,20191231,2019,INDL,C,D,STD,GD,USD,13577,289.61,4648,3484,39350,A,176.35,19780,48841,,10548,4648,16801,,Reston,6306,102.9,31548
5047,20191231,2019,INDL,C,D,STD,GE,USD,28310,8738.434,8799,-4979,95214,A,11.16,,266048,36394,70403,8799,,,Boston,14104,205,67328
5071,20200531,2019,INDL,C,D,STD,GIS,USD,8058.5,609.8,3024.9,2181.2,17626.6,A,53.56,5121.3,30806.7,,11206,3024.9,7491.5,,Minneapolis,1426.3,35,10855.4
5072,20191231,2019,INDL,C,D,STD,ALLY,USD,14416,374.332,3610,1715,11556,A,30.56,,180644,3555,25004,3610,,,Detroit,158,8.7,6856
5073,20191231,2019,INDL,C,D,STD,GM,USD,41792,1400,9570,6732,137237,A,36.6,74992,228037,19069,66934,9570,84905,,Detroit,10398,164,106389
5087,20191231,2019,INDL,C,D,STD,SPXC,USD,502.4,44.203,118.5,70.9,1525.4,A,50.88,632.1,2134.5,54.7,267.6,118.5,608.6,,Charlotte,154.9,4.5,1056.5
5109,20200131,2019,INDL,C,D,STD,GCO,USD,618.334,14.697,94.055,61.384,2197.066,A,47.92,508.183,1680.478,81.418,662.342,94.055,361.935,,Nashville,365.269,22.05,1084.377
5116,20191231,2019,INDL,C,D,STD,GNTX,USD,1938.088,251.278,488.537,424.684,1858.897,A,28.98,950.377,2168.803,296.322,,488.537,171.847,,Zeeland,248.942,5.874,1065.887
5125,20191231,2019,INDL,C,D,STD,GPC,USD,3674.707,145.378,1132.602,621.085,19392.305,A,106.23,7938.616,14645.629,276.992,3627.623,1132.602,6394.12,,Atlanta,3831.183,55,13066.428
5149,20191231,2019,INDL,C,D,STD,GTY,USD,589.439,41.368,71.615,49.723,140.675,A,32.87,,1211.777,21.781,495.1,71.615,,,Jericho,0,0.031,53.683
5179,20191231,2019,INDL,C,D,STD,GLT,USD,555.959,44.248,50.066,-21.541,927.673,A,18.3,477.332,1283.794,126.201,336.919,50.066,230.503,,Charlotte,190.415,2.557,729.311
5234,20191231,2019,INDL,C,D,STD,GT,USD,4351,232.65,824,-311,14745,A,15.555,5934,17185,908,5421,824,5287,,Akron,2851,63,10818
5237,20191231,2019,INDL,C,D,STD,GRC,USD,307.878,26.068,43.84,35.815,398.179,A,37.5,227.665,382.76,,1.17,43.84,45.495,,Mansfield,75.997,1.2,281.755
5250,20191231,2019,INDL,C,D,STD,GRA,USD,395.7,66.736,433.8,126.3,1958.1,A,69.85,1134.9,3932.6,282.5,1983.5,433.8,745.1,,Columbia,309.9,4,1060.5
5252,20191231,2019,INDL,C,D,STD,GGG,USD,1024.931,167.287,424.456,343.853,1646.045,A,52,791.468,1692.21,220.973,188.474,424.456,285.322,,Minneapolis,273.233,3.7,738.589
5254,20200331,2019,INDL,C,D,STD,GHM,USD,96.724,9.881,1.269,1.872,90.604,A,21.88,126.677,148.12,32.955,0.137,1.269,49.234,,Batavia,36.883,0.337,70.51
5256,20191231,2019,INDL,C,D,STD,GWW,USD,1855,53.688,1388,849,11486,A,338.52,3555,6005,360,2085,1388,1678,,Lake Forest,1655,25.3,6939
5284,20191231,2019,INDL,C,D,STD,GTN,USD,1464,99.54,503,179,2122,A,21.44,672,6972,212,3742,503,246,,Atlanta,0,8.018,1354
5338,20191031,2019,INDL,C,D,STD,GEF,USD,1133.1,48.266,452.5,171,4595,A,44.2,1249,5426.7,77.3,2665.6,452.5,825.4,,Delaware,358.2,17,3429.2
5439,20191231,2019,INDL,C,D,STD,HAL,USD,8012,878,2058,-1131,22408,A,24.47,11212,25377,2268,11265,2058,4878,,Houston,3139,55,18498
5492,20190630,2019,INDL,C,D,STD,LHX,USD,3363,118.553,1157,949,6801,A,197.87,2578,10117,,2763,1157,2268,,Melbourne,360,18.2,4214
5496,20191231,2019,INDL,C,D,STD,HSC,USD,741.58,78.515,116.858,503.919,1503.742,A,23.01,652.812,2367.467,57.259,812.472,116.858,464.894,,Camp Hill,156.991,10.5,1008.987
5518,20191231,2019,INDL,C,D,STD,HAS,USD,2995.53,136.863,669.828,520.454,4720.227,A,105.61,6747.521,8855.628,4580.369,4159.839,669.828,1257.082,,Pawtucket,446.105,5.6,2174.455
5520,20191231,2019,INDL,C,D,STD,AMOT,USD,119.194,9.599,29.556,17.022,371.084,A,48.5,115.643,305.828,13.416,123.48,29.556,46.641,,Amherst,53.385,1.7,249.361
5523,20191231,2019,INDL,C,D,STD,HVT,USD,260.503,19.113,27.021,21.865,802.37,A,20.16,204.523,560.072,75.739,149.594,27.021,127.016,,Atlanta,104.817,3.425,347.207
5526,20191231,2019,INDL,C,D,STD,HE,USD,2280.26,108.973,337.912,219.772,2874.601,A,46.86,,13745.251,196.813,2279.046,337.912,,,Honolulu,,3.841,2258.576
5530,20200331,2019,INDL,C,D,STD,HWKN,USD,233.484,10.512,42.271,28.367,540.198,A,45.81,131.031,389.328,4.277,57.4,42.271,62.22,,Roseville,54.436,0.656,417.097
5539,20191231,2019,INDL,C,D,STD,HCSG,USD,460.305,74.149,87.379,64.581,1840.778,A,24.32,515.732,722.592,27.329,11.649,87.379,148.651,,Bensalem,36.517,51,1598.937
5543,20191231,2019,INDL,C,D,STD,WELL,USD,15540.444,410.257,1273.253,1232.432,5163.74,A,81.78,,33380.751,284.917,14390.836,1273.253,,,Toledo,0,0.443,3763.938
5559,20191231,2019,INDL,C,D,STD,STRL,USD,219.918,27.772,53.899,39.901,1126.278,A,14.08,357.521,961.94,45.733,397.603,53.899,293.504,,The Woodlands,0,2.8,1002.584
5560,20191231,2019,INDL,C,D,STD,HL,USD,1692.384,522.896,-36.727,-99.557,673.266,A,3.39,179.124,2637.308,62.452,522.761,-36.727,116.974,,Coeur d'Alene,66.213,1.622,448.125
5567,20191031,2019,INDL,C,D,STD,HEI,USD,1666.542,134.496,459.727,327.896,2055.647,A,114.15,813.731,2969.211,57.001,561.049,459.727,289.138,,Hollywood,420.319,5.9,1159.249
5568,20191231,2019,INDL,C,D,STD,KHC,USD,51623,1221,5090,1935,24977,A,32.13,8097,101450,2279,28670,5090,7875,,Pittsburgh,2721,37,15788
5572,20200229,2019,INDL,C,D,STD,HELE,USD,1161.723,25.194,225.11,152.333,1707.432,A,179.79,682.836,1903.883,24.467,378.282,225.11,338.896,,El Paso,256.311,1.65,968.666
5581,20190930,2019,INDL,C,D,STD,HP,USD,4012.223,108.438,-12.269,-33.656,2787.33,A,45.43,1115.086,5839.515,347.943,479.356,-12.269,410.238,,Tulsa,149.653,8.51,2014.913
5597,20191231,2019,INDL,C,D,STD,HSY,USD,1739.222,208.829,1716.582,1149.692,7986.252,A,146.98,2117.102,8140.395,493.262,3714.976,1716.582,2008.793,,Hershey,815.251,16.14,4097.01
5606,20191031,2019,INDL,C,D,STD,HPQ,USD,-1193,1457.719,4187,3152,58756,A,20.55,20177,33467,4537,4780,4187,25293,,Palo Alto,5734,56,46963
5608,20191231,2019,INDL,C,D,STD,HXL,USD,1446.1,83.6,425.2,306.6,2355.7,A,73.31,704.9,3128.6,64.4,1104.2,425.2,322.6,,Stamford,333.1,6.977,1573.7
5639,20190930,2019,INDL,C,D,STD,HRC,USD,1573.3,66.625,380.2,152.2,2912.6,A,113.53,1663.4,4919,214.1,1783.1,380.2,1268.3,,Chicago,269.6,10,1281.9
5643,20191231,2019,INDL,C,D,STD,HLT,USD,-482,278.985,1579,881,9452,A,110.91,2093,14957,538,8993,1579,2871,,McLean,0,173,7017
5667,20191231,2019,INDL,C,D,STD,HFC,USD,5978.193,161.847,1463.288,772.388,17486.578,A,50.71,3306.189,12164.841,885.162,2825.223,1463.288,1685.928,,Dallas,1474.202,4.074,15183.323
5680,20200131,2019,INDL,C,D,STD,HD,USD,-3116,1077,15843,11242,110225,A,218.38,19810,51236,2133,33736,15843,18375,,Atlanta,14531,415.7,72419
5690,20191231,2019,INDL,C,D,STD,HNI,USD,584.044,42.595,153.913,110.505,2246.947,A,37.46,528.834,1452.512,52.073,234.253,153.913,478.705,,Muscatine,163.465,8.5,1360.163
5709,20191031,2019,INDL,C,D,STD,HRL,USD,5921.458,534.489,1140.595,978.806,9497.317,A,45.11,2361.413,8109.004,672.901,250,1140.595,1105.049,,Austin,1042.362,18.8,7447.901
5742,20191231,2019,INDL,C,D,STD,CNP,USD,6619,502.242,1477,791,12301,A,27.27,3847,35439,241,14286,1477,3888,,Houston,546,14.262,9537
5763,20191031,2019,INDL,C,D,STD,UBA,USD,354.724,39.857,55.331,37.28,139.229,A,24.84,,1072.304,94.079,342.515,55.331,,,Greenwich,0,0.105,73.191
5764,20191231,2019,INDL,C,D,STD,HUBB,USD,1947.1,54.514,633.6,400.9,4591,A,147.82,1574.2,4903,182,1577.7,633.6,844.9,,Shelton,633,18.8,3062.4
5783,20191231,2019,INDL,C,D,STD,JBHT,USD,2267.029,106.213,814.482,516.32,9165.258,A,116.78,1481.299,5470.854,35,1375.84,814.482,1035.766,,Lowell,21.106,29.056,7641.358
5786,20191231,2019,INDL,C,D,STD,HBAN,USD,10592,1020.003,2003,1411,5640,A,15.08,,109002,1045,7779,2003,,988,Columbus,888,15.664,1275
5788,20191031,2019,INDL,C,D,STD,HURC,USD,240.245,6.767,22.54,17.495,263.377,A,38.36,261.861,301.065,56.943,0,22.54,54.632,,Indianapolis,148.851,0.785,182.424
5849,20191231,2019,INDL,C,D,STD,BVH,USD,549.795,91.488,944.422,17.691,984.776,A,4.77,,1790.971,406.87,855.103,944.422,,45.782,Boca Raton,11.297,7.185,626.04
5860,20191231,2019,INDL,C,D,STD,ITT,USD,2074.9,87.8,433.8,325.1,2846.4,A,73.91,1736.8,4107.7,612.1,88.9,433.8,849.7,,White Plains,410.9,10.5,1831.4
5862,20191231,2019,INDL,C,D,STD,RYN,USD,1439.981,129.331,111.56,59.105,711.556,A,32.76,125.975,2860.996,68.735,1063.61,111.56,151.186,,Yulee,14.518,0.353,430.115
5870,20191231,2019,INDL,C,D,STD,IDA,USD,2464.628,50.398,298.326,232.854,1346.383,A,106.8,565.146,6641.201,217.254,1736.659,298.326,374.859,,Boise,114.108,1.993,878.847
5878,20191231,2019,INDL,C,D,STD,ITW,USD,3026,319.8,3402,2521,14109,A,179.63,6253,15068,1981,7882,3402,2154,,Glenview,1164,45,7920
5959,20191231,2019,INDL,C,D,STD,TT,USD,7267.6,238.305,2235.5,1410.9,16598.9,A,132.92,6217.2,20492.3,1303.6,5317.3,2235.5,4861.9,,Swords,1712.2,50,10967.9
5968,20191231,2019,INDL,C,D,STD,RYI,USD,172.6,37.784,191.1,82.4,4501.6,A,11.83,1280,2021.5,11,1064.1,191.1,491.9,,Chicago,742.9,4.5,3615.3
5987,20190930,2019,INDL,C,D,STD,GFF,USD,477.763,46.806,133.619,37.287,2209.289,A,20.33,925.179,2074.939,72.377,1093.749,133.619,390.099,,New York,547.232,7.3,1571.198
6008,20191231,2019,INDL,C,D,STD,INTC,USD,77504,4290,22428,21048,71965,A,59.85,31239,136524,4194,25683,22428,22310,,Santa Clara,8744,110.8,19199
6013,20191231,2019,INDL,C,D,STD,INS,USD,37.289,8.925,13.382,10.969,34.303,A,39.94,36.079,44.24,26.415,0.46,13.382,6.193,,Norcross,0,0.53,10.747
6034,20191231,2019,INDL,C,D,STD,TILE,USD,368.202,58.416,143.85,79.2,1343.029,A,16.59,548.135,1423.049,81.301,658.68,143.85,263.275,,Atlanta,253.584,4.335,785.375
6066,20191231,2019,INDL,C,D,STD,IBM,USD,20841,887.11,10849,9431,77147,A,134.04,38420,152186,8172,57981,10849,37701,,Armonk,1619,352.6,34743
6078,20191231,2019,INDL,C,D,STD,IFF,USD,6217.304,106.787,784.131,455.873,5140.084,A,129.02,2942.544,13287.411,606.823,4253.33,784.131,1552.19,,New York,1123.068,13.668,2891.876
6081,20191031,2019,INDL,C,D,STD,NAV,USD,-3728,99.2,884,221,11251,A,28.94,4952,6917,1370,4317,884,3575,,Lisle,911,12.3,9052
6100,20191231,2019,INDL,C,D,STD,IDCC,USD,761.557,30.701,51.735,20.928,324.424,A,54.49,1016.332,1612.082,745.491,374.73,51.735,305.558,,Wilmington,0,0.487,195.595
6104,20191231,2019,INDL,C,D,STD,IP,USD,7713,392.116,2545,1225,22376,A,46.05,6639,33471,511,9901,2545,8646,,Memphis,2208,51,16886
6136,20191231,2019,INDL,C,D,STD,IPG,USD,2775.9,387,1119.9,656,10221.3,A,23.1,8770.7,17751.9,1192.2,4201.5,1119.9,9420.4,,New York,0,54.3,8729.1
6158,20191231,2019,INDL,C,D,STD,IVC,USD,308.516,33.662,2.006,-53.327,927.964,A,9.02,355.877,852.126,80.063,258.004,2.006,218.657,,Elyria,120.5,3.9,650.334
6216,20190930,2019,INDL,C,D,STD,J,USD,5714.691,132.879,760.086,847.184,12737.868,A,89.83,4111.768,11462.711,631.068,1201.245,760.086,3073.706,,Dallas,,52,10086.602
6223,20191231,2019,INDL,C,D,STD,EME,USD,2057.134,56.22,462.415,325.14,9174.611,A,86.3,2659.883,4830.358,358.818,499.089,462.415,1938.61,,Norwalk,218.276,36,7726.656
6266,20191231,2019,INDL,C,D,STD,JNJ,USD,59471,2632.507,21121,15119,82059,A,145.87,45274,157728,17305,27210,21121,35964,,New Brunswick,9020,132.2,20396
6268,20190930,2019,INDL,C,D,STD,JCI,USD,19766,777.631,1223,5674,23968,A,40.71,12393,42287,2805,6708,1223,9070,,Cork,1814,104,15450
6304,20190630,2019,INDL,C,D,STD,KLAC,USD,2659.108,159.475,1429.573,1175.617,4568.904,A,178.17,4315.075,9008.516,1015.994,3173.383,1429.573,1768.486,,Milpitas,1262.5,10.02,1744.39
6310,20191231,2019,INDL,C,D,STD,KMI,USD,33742,2264.936,3928,2190,13209,A,21.17,3238,74157,185,32204,3928,5100,,Houston,371,11.086,6870
6326,20191231,2019,INDL,C,D,STD,KAMN,USD,823.202,27.839,63.618,209.829,761.608,A,65.92,936.488,1418.943,471.54,198.798,63.618,203.992,,Bloomfield,156.353,2.935,494.949
6335,20191231,2019,INDL,C,D,STD,KSU,USD,4416.9,96.116,1050.1,538.9,2866,A,153.16,728.6,9786.8,148.8,3313.7,1050.1,491.3,,Kansas City,150.6,7.04,1465.2
6338,20191231,2019,INDL,C,D,STD,EVRG,USD,8571.9,226.641,1217.7,669.9,5147.8,A,65.09,1467.7,25975.9,23.2,8895.8,1217.7,2335.9,,Kansas City,481.6,4.617,3068.4
6375,20191231,2019,INDL,C,D,STD,K,USD,2747,341.543,1757,960,13578,A,69.16,3431,17564,397,7628,1757,4778,,Battle Creek,1226,31,8520
6379,20191231,2019,INDL,C,D,STD,KELYA,USD,1264.5,39.1,90.8,112.4,5355.6,A,22.58,1405.7,2480.6,25.8,45.4,90.8,884.1,,Troy,0,447.7,4361.9
6386,20190630,2019,INDL,C,D,STD,KMT,USD,1335.172,82.421,345.7,241.925,2375.234,A,36.89,1190.827,2656.269,182.015,592.474,345.7,461.726,,Pittsburgh,571.576,10.395,1443.631
